pointcall_outdate,different date if any,captain_name,different capt if any,ship_name,different ship_name if any,ship_homeport,different homeport if any,observations,geniève (pintes de Paris),eau-de-vie (pintes de Paris),Taffia (pintes de Paris),tabac en feuilles (livres poids),thé (livres poids),corinthes (livres poids),vin rouge (pintes),vin fin (pintes),vin (barriques),vin (pots),liqueurs (pintes),tabac en poudre (livre poids),tabac fabriqué (livres poids),tabac en côtes (livres poids),drogues (livres poids),rhubarbre (livres poids),amidon (livres poids),café (livres poids),sucre brut (livres poids),sucre rafiné (livres),sucre en pain (livres poids),mousseline (livres poids),mousseline (livres tounois),mousseline des Indes (livres tournois),mousselines et mouchoirs (livres tournois),mouchoirs de mousseline (livres poids),mouchoirs de mousselin (valeur en £-stg),mouchoirs de soie (livres poids),mouchoirs de soie (livres tournois),perses (livres poids),nankins (livres poids),nankins (pièces),mouchoirs de Bandannoes (livres poids),Bandanoes (livres poids),bandanoes (valeur livres tournois),Bandanoes (pièces),Dimity (?) (livres poids),crêpes (livres poids),Soie des Indes (livres poids),soie et mousseline (livres tournois),marchandises des Indes (livres tournois),soieries (livres tournois),Jalap (livres poids),Taffetas (livres poids),Cambray (en livres tournois),Cambray (en £ stg),cambray (livres poids),Gauzes (livres poids),mercerie fine (livres poids),sené (livres poids),nacres de perle (livres tournois),pots de vess (en bouteiilles) /  potjevleesch???,porcelaine (livres tournois),voiture,Chocolat (livres poids),cartes à jouer (en livres poids),poudre à poudrer (livres poids),ship_id,ship_tonnage,pointcall_name,homeport_uhgs_id,ship_flag_standardized_fr,source_doc_id,homeport_lat,homeport_long,homeport_standardized_fr,mois,outdate,homeport_geom4326,homeport_comte,homeport_substate_1789_fr,homeport_state_1789_fr,pointcall_uhgs_id,pointcall_toponyme_fr,pointcall_toponyme_en,pointcall_lat,pointcall_long,pointcall_substate_1789_fr,pointcall_state_1789_fr,pointcall_partner_balance_1789,pointcall_partner_balance_supp_1789,pointcall_geom4326,shipment_price,shipment_price
1787=06=30,,"Dyer, James",,Wasp,,Maldon,,,800,400,400,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000010N,12,Bergen [mais: Angleterre],A0389696,britannique,110849,"51,731,704","67,344",Maldon,6,1787-06-30,POINT (0.67344 51.731704),Essex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),2024,2024
1787=06=21,,"Dyer, James",,Wasp,,Malden,,,1080,320,200,2200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000010N,12,Lisbonne [mais: Angleterre],A0389696,britannique,110810,"51,731,704","67,344",Maldon,6,1787-06-21,POINT (0.67344 51.731704),Essex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),1736,1736
1787=06=16,,"French, Robert",,Lively,,Malden,,,1260,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001299N,12,Lisbonne [mais: Angleterre],A0389696,britannique,110787,"51,731,704","67,344",Maldon,6,1787-06-16,POINT (0.67344 51.731704),Essex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),803,803
1787=06=04,,"Robinson, William",,Rose,,Maldon,,,1720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001614N,12,Bergen [mais: Angleterre],A0389696,britannique,110708,"51,731,704","67,344",Maldon,6,1787-06-04,POINT (0.67344 51.731704),Essex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),1015,1015
1787=05=08,,"Blyth, William",,Rose,,Maldon,,,1320,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001614N,12,Lisbonne [mais: Angleterre],A0389696,britannique,110533,"51,731,704","67,344",Maldon,5,1787-05-08,POINT (0.67344 51.731704),Essex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),791,791
1787=05=07,,"Box, George",,Prospéreux,,Milton,,,2320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001066N,12,Lisbonne [mais: Angleterre],A0389696,britannique,110527,"51,731,704","67,344",Maldon,5,1787-05-07,POINT (0.67344 51.731704),Essex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),1369,1369
1787=05=05,,"Dyer, James",,Wasp,,Maldon,,,2640,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000010N,12,Lisbonne [mais: Angleterre],A0389696,britannique,110524,"51,731,704","67,344",Maldon,5,1787-05-05,POINT (0.67344 51.731704),Essex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),1806,1806
1787=04=16,,"Bloye, William",,Rose,,Maldon,,,1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001614N,12,Lisbonne [mais: Angleterre],A0389696,britannique,110436,"51,731,704","67,344",Maldon,4,1787-04-16,POINT (0.67344 51.731704),Essex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),826,826
1787=04=14,,"Waller, George","Wallace, George",Swallow,Swoller,Maldon,Wherden,,2460,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000062N,12,Lisbonne [mais: Angleterre],A0389696,britannique,110422,"51,731,704","67,344",Maldon,4,1787-04-14,POINT (0.67344 51.731704),Essex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),1458,1458
1787=04=07,,"French, Robert",,Lively,,Maldon,,,1600,200,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001299N,12,Lisbonne [mais: Angleterre],A0389696,britannique,110378,"51,731,704","67,344",Maldon,4,1787-04-07,POINT (0.67344 51.731704),Essex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),1422,1422
1787=03=09,,"Dyer, James",,Dove,,Maldon,,,1860,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001123N,12,Lisbonne [mais: Angleterre],A0389696,britannique,110112,"51,731,704","67,344",Maldon,3,1787-03-09,POINT (0.67344 51.731704),Essex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),1334,1334
1787=02=24,,"Great, Thomas",,Prosperous,,Milton,,,2540,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001066N,12,Lisbonne [mais: Angleterre],A0389696,britannique,110042,"51,731,704","67,344",Maldon,2,1787-02-24,POINT (0.67344 51.731704),Essex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),1747,1747
1787=04=28,,"Ebster, Jean",,Hopewell,,Pool,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000559N,120,Ostende,A0403098,britannique,110502,"507,187","-1,979,313",Poole,4,1787-04-28,POINT (-1.979313 50.7187),Dorset shire,Angleterre,Grande-Bretagne,A0049808,Ostende,Ostend,"51,216,667","2,916,667",Pays-Bas autrichiens,Autriche,Etats de l'Empereur,Etranger,POINT (2.916667 51.216667),0,0
1787=02=19,,"Wiseney, Jonathan","Wesnay, Jonathan",Wasp,,Maldon,,,1200,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000010N,12,Lisbonne [mais: Angleterre],A0389696,britannique,110004,"51,731,704","67,344",Maldon,2,1787-02-19,POINT (0.67344 51.731704),Essex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),1417,1417
1787=01=22,,"Mowl, William","Mowll, William (spelling?)",Prospereux,,Maldon,Malden,,2000,480,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001066N,12,Lisbonne [mais: Angleterre],A0389696,britannique,109835,"51,731,704","67,344",Maldon,1,1787-01-22,POINT (0.67344 51.731704),Essex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),1487,1487
1787=01=09,,"Webster, Jonathan",,Wasp,,Maldon,Malden,,1800,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000010N,12,Lisbonne [mais: Angleterre],A0389696,britannique,109765,"51,731,704","67,344",Maldon,1,1787-01-09,POINT (0.67344 51.731704),Essex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),1771,1771
1787=02=01,,"Dyer, James",,Pigeon,,Maldon,,,760,1540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001123N,12,Lisbonne [mais: Angleterre],A0389696,britannique,109889,"51,731,704","67,344",Maldon,2,1787-02-01,POINT (0.67344 51.731704),Essex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),1358,1358
1787=12=17,1787=12=15,"Arthur, Daniel",,Effort,,Hythe,,,400,200,480,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000358N,12,Lisbonne [mais: Angleterre],A0387612,britannique,111894,"51,066,667","1,083,333",Hythe,12,1787-12-17,POINT (1.083333 51.066667),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),4237,4237
1787=07=02,,"White, Guillaume","White, William",Peggy,,Hyde [Hythe],Hyde,,200,400,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0003974N,12,Bergen [mais: Angleterre],A0387612,britannique,110863,"51,066,667","1,083,333",Hythe,7,1787-07-02,POINT (1.083333 51.066667),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),1074,1074
1787=05=21,,"White, William",,Succes,,L[yde],Leeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0009844N,12,Lisbonne [mais: Angleterre],A0387612,britannique,110625,"51,066,667","1,083,333",Hythe,5,1787-05-21,POINT (1.083333 51.066667),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),0,0
1787=03=10,,"Wright, John",,Sally,,Londres,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0002079N,40,Londres,A0381691,britannique,110128,"51,516,667","-0,1",Londres,3,1787-03-10,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0381691,Londres,London,"51,516,667","-0,1",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-0.1 51.516667),0,0
1787=05=12,,"Arthur, Daniel",,Effort,,Hystre [Hythe],Hydes,,,,,12000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000358N,12,Lisbonne [mais: Angleterre],A0387612,britannique,110561,"51,066,667","1,083,333",Hythe,5,1787-05-12,POINT (1.083333 51.066667),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),4320,4320
1787=03=14,,"Arthur, Daniel",,Effort,,Hythe,,,1500,480,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000358N,12,Lisbonne [mais: Angleterre],A0387612,britannique,110163,"51,066,667","1,083,333",Hythe,3,1787-03-14,POINT (1.083333 51.066667),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),1393,1393
1787=04=14,,"Arthur, Daniel",,Effort,,Hythe,,,,280,120,2400,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000358N,12,Lisbonne [mais: Angleterre],A0387612,britannique,110423,"51,066,667","1,083,333",Hythe,4,1787-04-14,POINT (1.083333 51.066667),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),1103,1103
1787=11=19,,"Arthur, Daniel",,Effort,,Hythe,,NO MANUSCRIPT FOR THIS MONTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000358N,12,Lisbonne [mais: Angleterre],A0387612,britannique,111713,"51,066,667","1,083,333",Hythe,11,1787-11-19,POINT (1.083333 51.066667),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),0,0
1787=01=02,,"Boucher, Georges",,Wilks,,Rochester,,,1480,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000517N,12,Lisbonne [mais: Angleterre],A0401283,britannique,109734,"51,389,812","504,513",Rochester,1,1787-01-02,POINT (0.504513 51.389812),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),956,956
1787=12=17,,"White, Henry",,Bonne Intention,,Rochester,,,2420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0003897N,12,Lisbonne [mais: Angleterre],A0401283,britannique,111896,"51,389,812","504,513",Rochester,12,1787-12-17,POINT (0.504513 51.389812),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),1428,1428
1787=06=18,,"Wart, Joseph","Wast, Joseph",Jean et Robert,,Rochester,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0002153N,12,Lisbonne [mais: Angleterre],A0401283,britannique,110789,"51,389,812","504,513",Rochester,6,1787-06-18,POINT (0.504513 51.389812),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),3,3
1787=05=27,,"Marten, Guillaume","Marton, William",William et Marie,,Rochester,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001681N,12,Lisbonne [mais: Angleterre],A0401283,britannique,110670,"51,389,812","504,513",Rochester,5,1787-05-27,POINT (0.504513 51.389812),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),71,71
1787=04=21,,"Brotherton, George",,Jean et Elisabeth,,Rochester,,,3000,840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000955N,12,Lisbonne [mais: Angleterre],A0401283,britannique,110475,"51,389,812","504,513",Rochester,4,1787-04-21,POINT (0.504513 51.389812),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),2267,2267
1787=04=04,1787=04=05,"Brotherton, G.",,Jean et Elisabeth,,Rochester,,,2520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000955N,12,Lisbonne [mais: Angleterre],A0401283,britannique,110347,"51,389,812","504,513",Rochester,4,1787-04-04,POINT (0.504513 51.389812),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),1487,1487
1787=03=21,,"Brotherson, Georges","Brotherton, George",John et Elisabeth,,Rochester,,,1680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000955N,12,Lisbonne [mais: Angleterre],A0401283,britannique,110224,"51,389,812","504,513",Rochester,3,1787-03-21,POINT (0.504513 51.389812),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),992,992
1787=03=12,,"Brosherton, Georges","Brotherton, George",Jean et Elisabeth,,Rochester,,,1300,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000955N,12,Lisbonne [mais: Angleterre],A0401283,britannique,110136,"51,389,812","504,513",Rochester,3,1787-03-12,POINT (0.504513 51.389812),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),1003,1003
1787=02=21,,"Brosherton, George",,Jean et Elisabeth,,Rochester,,,2220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000955N,12,Lisbonne [mais: Angleterre],A0401283,britannique,110013,"51,389,812","504,513",Rochester,2,1787-02-21,POINT (0.504513 51.389812),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),1310,1310
1787=02=05,,"Boucher, George",,Wilks,,Rochester,,,2000,1400,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000517N,12,Lisbonne [mais: Angleterre],A0401283,britannique,109918,"51,389,812","504,513",Rochester,2,1787-02-05,POINT (0.504513 51.389812),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),2066,2066
1787=02=01,,"Waters, Samuel",,Industrie,,Rochester,,,2200,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0002540N,12,Lisbonne [mais: Angleterre],A0401283,britannique,109897,"51,389,812","504,513",Rochester,2,1787-02-01,POINT (0.504513 51.389812),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),1546,1546
1787=12=06,,"Mellick, John",,Prince d'Orange,,Londres,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001441N,60,Londres,A0381691,britannique,111808,"51,516,667","-0,1",Londres,12,1787-12-06,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0381691,Londres,London,"51,516,667","-0,1",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-0.1 51.516667),0,0
1787=12=17,,"Seaman, Francis",,Sprigtly,Sprightly,Waton [Walton on the Naze],Malton,,1200,600,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000016N,12,Lisbonne [mais: Angleterre],A0387362,britannique,111902,"51,85","1,283,333",Walton,12,1787-12-17,POINT (1.283333 51.85),Essex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),1145,1145
1787=08=02,,"Lyon, Jacques",,Pégase,,Londres,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0002418N,60,Calais,A0381691,britannique,111054,"51,516,667","-0,1",Londres,8,1787-08-02,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0165080,Calais,Calais,"50,95","1,833,333",,France,,France,POINT (1.833333 50.95),0,0
1787=01=20,,"How, Samuel",,Marie,,Londres,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0002234N,100,Londres,A0381691,britannique,109834,"51,516,667","-0,1",Londres,1,1787-01-20,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0381691,Londres,London,"51,516,667","-0,1",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-0.1 51.516667),0,0
1787=08=16,,"Jones, Thomas",,Diligence,,Londres,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001227N,100,Londres,A0381691,britannique,111143,"51,516,667","-0,1",Londres,8,1787-08-16,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0381691,Londres,London,"51,516,667","-0,1",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-0.1 51.516667),0,0
1787=12=05,,"Shaw, James",,Trois Amis,,Londres,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0002415N,50,Charente,A0381691,britannique,111799,"51,516,667","-0,1",Londres,12,1787-12-05,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0171758,Tonnay-Charente,Tonnay-Charente,"45,95","-0,9",,France,,France,POINT (-0.9 45.95),0,0
1787=11=26,,"Standbanck, John",,Britania,,Londres,,NO MANUSCRIPT FOR THIS MONTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000772N,110,Londres,A0381691,britannique,111757,"51,516,667","-0,1",Londres,11,1787-11-26,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0381691,Londres,London,"51,516,667","-0,1",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-0.1 51.516667),0,0
1787=11=05,,"Martain, Joseph",,Marchand de Londres,,Londres,,NO MANUSCRIPT FOR THIS MONTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001437N,100,Londres,A0381691,britannique,111650,"51,516,667","-0,1",Londres,11,1787-11-05,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0381691,Londres,London,"51,516,667","-0,1",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-0.1 51.516667),0,0
1787=11=19,,"Gunston, Thomas",,Aigle,,Londres,,NO MANUSCRIPT FOR THIS MONTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001517N,32,Londres,A0381691,britannique,111707,"51,516,667","-0,1",Londres,11,1787-11-19,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0381691,Londres,London,"51,516,667","-0,1",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-0.1 51.516667),0,0
1787=10=17,,"Whytock, George",,Joanne,,Londres,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0003890N,100,Londres,A0381691,britannique,111565,"51,516,667","-0,1",Londres,10,1787-10-17,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0381691,Londres,London,"51,516,667","-0,1",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-0.1 51.516667),0,0
1787=10=15,,"Wharam, Richard",,Surs,,Londres,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000815N,100,Londres,A0381691,britannique,111548,"51,516,667","-0,1",Londres,10,1787-10-15,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0381691,Londres,London,"51,516,667","-0,1",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-0.1 51.516667),0,0
1787=10=15,,"Bewell, Salomon","Bevill, Salomon",Lion,Lyon,Londres,,,80,160,40,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000007N,12,Lisbonne [mais: Angleterre],A0381691,britannique,111547,"51,516,667","-0,1",Londres,10,1787-10-15,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),885,885
1787=10=03,,"Meader, Jean",,Peggy,,Londres,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000944N,110,Londres,A0381691,britannique,111473,"51,516,667","-0,1",Londres,10,1787-10-03,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0381691,Londres,London,"51,516,667","-0,1",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-0.1 51.516667),0,0
